FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Saoirse Ryan,Ireland,female,71,Married (first marriage),Retired,Industry not stated,Primary,Nursing and caring,Cork City
Cian O'Gallagher,Ireland,male,15,Single,Student or pupil,Agriculture/forestry and fishing (A),Lower secondary,Biology and biochemistry,Kerry
Aoife Moore,Ireland,female,65,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Upper secondary,Other health and welfare,Fingal
Alex O'Ryan,Ireland,male,38,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Mechanics and metalwork,Dun Laoghaire-Rathdown
Noah O'Neill,Ireland,male,48,Married (first marriage),Unemployed looking for first regular job,Public administration and defence; compulsory social security (O),Lower secondary,Crop and livestock production,Cork County
Rachel Murphy,Ireland,female,25,Single,Employee,Administrative and support service activities (N),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),Kerry
James Lynch,Ireland,male,68,Widowed,Retired,Industry not stated,Technical/vocational,Management and administration,Galway County
Clara Murphy,Ireland,female,59,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Upper secondary,Education and teacher training,Kerry
Sarah O'Sullivan,Ireland,female,32,Single,Employee,Arts/entertainment and recreation (R),Ordinary bachelor degree/professional qualification or both,Other personal services,North Tipperary
Lote Berzins,Latvia,female,19,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Other science/mathematics and computing,Limerick City
Erin Gallagher,Ireland,female,25,Single,Employee,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Fingal
Willie Cook,United States of America,female,45,Married (first marriage),Unable to work due to permanent sickness or disability,Accommodation and food service activities (I),Upper secondary,Law,Cork County
Fionn O'Sullivan,Ireland,male,45,Married (first marriage),Employee,Professional/scientific and technical activities (M),Primary,Other engineering/manufacturing and construction,Dublin City
Katie Ryan,Ireland,female,22,Single,Student or pupil,Transportation and storage (H),Advanced certificate/completed apprenticeship,Other social sciences/business and law subjects,Sligo
Katelyn O'Neill,Ireland,female,51,Married (first marriage),Employer or own account worker,Administrative and support service activities (N),Upper secondary,Nursing and caring,Kildare
Alannah Byrne,Ireland,female,37,Married (first marriage),Employee,Professional/scientific and technical activities (M),Technical/vocational,Nursing and caring,South Tipperary
Coralie Wilson,Canada,female,55,Single,Employer or own account worker,Professional/scientific and technical activities (M),Upper secondary,Design,Longford
Chloe Ryan,Ireland,female,70,Married (first marriage),Retired,Industry not stated,Lower secondary,Nursing and caring,Leitrim
Chloe O'Ryan,Ireland,female,74,Married (first marriage),Retired,Industry not stated,Primary,Other social sciences/business and law subjects,Westmeath
Zoe Kennedy,Ireland,female,30,Married (first marriage),Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Medicine,Dublin City
June Smit,Netherlands,female,48,Single,Employee,Human health and social work activities (Q),Doctorate (Ph.D),Other social sciences/business and law subjects,Laois
Francois Bernard,France,male,49,Separated (including deserted),Unemployed having lost or given up previous job,Manufacturing (C),Higher certificate,Building and civil engineering,Dublin City
Simon O'Kelly,Ireland,male,61,Married (first marriage),Looking after home/family,Manufacturing (C),Higher certificate,Motor vehicles/ships and aircraft,Dun Laoghaire-Rathdown
Billy O'Sullivan,Ireland,male,34,Single,Employee,Manufacturing (C),Upper secondary,Accounting and taxation,Limerick County
Colm Murphy,Ireland,male,64,Married (first marriage),Retired,Industry not stated,Upper secondary,Building and civil engineering,Dublin City
milda Jankauskas,Lithuania,female,23,Single,Employee,Financial and insurance activities (K),Upper secondary,Hair and beauty services,Kildare
Alexander O'Byrne,Ireland,male,59,Re-married (following dissolution of previous marriage),Employee,Construction (F),Primary,Business and administration (broad programmes),Wexford
Finn O'Connor,Ireland,male,29,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Accounting and taxation,Kilkenny
Sarah O'Brien,Ireland,female,47,Separated (including deserted),Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Hair and beauty services,Clare
Ava O'Neill,Ireland,female,57,Married (first marriage),Employee,Information and communication (J),Lower secondary,Education and teacher training,Fingal
Jack O'Neill,Ireland,male,71,Single,Retired,Industry not stated,Primary,Building and civil engineering,Sligo
Kyle O'Connor,Ireland,male,55,Married (first marriage),Retired,Industry not stated,Upper secondary,Architecture and town planning,Dublin City
Adam Murphy,Ireland,male,37,Married (first marriage),Unemployed having lost or given up previous job,Real estate activities (L),Advanced certificate/completed apprenticeship,Economics,Wexford
Ruby O'Brien,Ireland,female,19,Single,Student or pupil,Financial and insurance activities (K),Upper secondary,History and archaeology,Fingal
Darragh O'Sullivan,Ireland,male,37,Married (first marriage),Employee,Manufacturing (C),Postgraduate diploma or degree,Computer use,Cork County
Mia O'Moore,Ireland,female,35,Married (first marriage),Employee,Arts/entertainment and recreation (R),Lower secondary,Hair and beauty services,Cork County
Harry O'Neill,Ireland,male,61,Divorced,Retired,Industry not stated,Honours bachelor degree/professional qualification or both,Accounting and taxation,Kerry
Daniel O'Reilly,Ireland,male,42,Separated (including deserted),Employee,Accommodation and food service activities (I),Advanced certificate/completed apprenticeship,Crop and livestock production,Dun Laoghaire-Rathdown
Zuzanna O'Ryan,Ireland,female,30,Married (first marriage),Employee,Accommodation and food service activities (I),Higher certificate,Management and administration,Fingal
Patrick O'Connor,Ireland,male,56,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Advanced certificate/completed apprenticeship,Management and administration,Dublin City
James O'Sullivan,Ireland,male,19,Single,Student or pupil,Agriculture/forestry and fishing (A),Upper secondary,Marketing and advertising,Galway City
Sarah O'Byrne,Ireland,female,30,Married (first marriage),Student or pupil,Agriculture/forestry and fishing (A),Technical/vocational,Medicine,Meath
Holly Gallagher,Ireland,female,41,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Marketing and advertising,South Dublin
Ronan Murphy,Ireland,male,48,Married (first marriage),Employee,Transportation and storage (H),Technical/vocational,Foreign languages,South Tipperary
Diarmuid Murphy,Ireland,male,23,Single,Student or pupil,Professional/scientific and technical activities (M),Lower secondary,Design,Dublin City
Evan Murphy,Ireland,male,53,Married (first marriage),Looking after home/family,Agriculture/forestry and fishing (A),Ordinary bachelor degree/professional qualification or both,Secretarial and office work,Dun Laoghaire-Rathdown
Lucy Murphy,Ireland,female,24,Single,Employee,Agriculture/forestry and fishing (A),Upper secondary,History and archaeology,Dublin City
Cathal O'Connor,Ireland,male,70,Married (first marriage),Retired,Industry not stated,Ordinary bachelor degree/professional qualification or both,Motor vehicles/ships and aircraft,Fingal
Leon O'Byrne,Ireland,male,69,Married (first marriage),Retired,Industry not stated,Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,South Tipperary
Kanti Das,India,female,42,Single,Unable to work due to permanent sickness or disability,Manufacturing (C),Primary,Hair and beauty services,Mayo
Joshua O'Brien,Ireland,male,76,Widowed,Retired,Industry not stated,Primary,Motor vehicles/ships and aircraft,Kerry
Marc Paulsen,Germany,male,49,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Lower secondary,Nursing and caring,Meath
Eoghan Kelly,Ireland,male,26,Married (first marriage),Employee,Electricity/gas/steam and air conditioning supply (D),Upper secondary,Management and administration,Kilkenny
Daniel Quinn,Ireland,male,32,Married (first marriage),Employee,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Electricity and energy,Louth
Tomas O'Brien,Ireland,male,84,Married (first marriage),Retired,Industry not stated,Honours bachelor degree/professional qualification or both,Education and teacher training,South Tipperary
Zuzanna O'Byrne,Ireland,female,59,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Management and administration,Dublin City
Christopher Moore,Ireland,male,73,Married (first marriage),Retired,Industry not stated,Upper secondary,Crop and livestock production,Dublin City
Michaela Smith,Ireland,female,31,Married (first marriage),Employee,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Social work and counselling,Fingal
Zara Murphy,Ireland,female,39,Single,Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Secretarial and office work,Fingal
Saoirse O'Brien,Ireland,female,59,Married (first marriage),Employer or own account worker,Financial and insurance activities (K),Primary,Child care and youth services,Donegal
