FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Irene Lopez,Spain,female,80,Single,Retired,Industry not stated,Lower secondary,Education and teacher training,Cavan
Katie Murphy,Ireland,female,20,Single,Employee,Financial and insurance activities (K),Upper secondary,Child care and youth services,Dublin City
Steven O'Neill,Ireland,male,23,Single,Employee,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Other social sciences/business and law subjects,Dublin City
Caoimhe O'Brien,Ireland,female,34,Single,Employee,Professional/scientific and technical activities (M),Ordinary bachelor degree/professional qualification or both,Nursing and caring,North Tipperary
Noah O'Neill,Ireland,male,52,Married (first marriage),Employee,Transportation and storage (H),Ordinary bachelor degree/professional qualification or both,Other social sciences/business and law subjects,North Tipperary
Emily O'Sullivan,Ireland,female,39,Married (first marriage),Employee,Education (P),Technical/vocational,Ground transportation,Wexford
Victoria O'Reilly,Ireland,female,45,Married (first marriage),Employee,Financial and insurance activities (K),Lower secondary,Secretarial and office work,Cork City
Megan Walsh,Ireland,female,66,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Nursing and caring,Limerick County
Dylan Quinn,Ireland,male,21,Single,Employee,Electricity/gas/steam and air conditioning supply (D),Upper secondary,Building and civil engineering,Kildare
Adam O'Connor,Ireland,male,49,Married (first marriage),Unemployed having lost or given up previous job,Information and communication (J),Upper secondary,Mechanics and metalwork,Dublin City
James O'Brien,Ireland,male,35,Single,Unable to work due to permanent sickness or disability,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),Cavan
Ava O'Neill,Ireland,female,52,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Higher certificate,Nursing and caring,Dublin City
Emily O'Neill,Ireland,female,15,Single,Student or pupil,Education (P),Lower secondary,Economics,Donegal
Layla O'Neill,Ireland,female,24,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Sea transportation,Galway County
Danielle O'Sullivan,Ireland,female,52,Married (first marriage),Unable to work due to permanent sickness or disability,Agriculture/forestry and fishing (A),Upper secondary,Other social sciences/business and law subjects,Sligo
Charlie McCarthy,Ireland,male,54,Separated (including deserted),Looking after home/family,Manufacturing (C),Lower secondary,Education and teacher training,Kerry
Sara Smith,Ireland,female,75,Married (first marriage),Retired,Industry not stated,Primary,Nursing and caring,Clare
Sophia O'Kelly,Ireland,female,58,Single,Employer or own account worker,Human health and social work activities (Q),Upper secondary,Nursing and caring,Wexford
Julie Moore,Ireland,female,25,Single,Employee,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Audio-visual techniques and media production,Cork County
Emma Murphy,Ireland,female,16,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Education and teacher training,Fingal
Sophie O'Neill,Ireland,female,52,Married (first marriage),Employer or own account worker,Human health and social work activities (Q),Lower secondary,Nursing and caring,Limerick County
Alexandra O'Neill,Ireland,female,42,Married (first marriage),Student or pupil,Accommodation and food service activities (I),Upper secondary,Accounting and taxation,Cork County
Julia O'Neill,Ireland,female,16,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Other health and welfare,Galway City
Oisin Doyle,Ireland,male,30,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Hotel/restaurant and catering,Dublin City
Jamie O'Neill,Ireland,male,36,Married (first marriage),Looking after home/family,Manufacturing (C),Technical/vocational,Motor vehicles/ships and aircraft,Fingal
Charlie O'Sullivan,Ireland,male,46,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Upper secondary,Hair and beauty services,South Tipperary
Leah Murphy,Ireland,female,53,Separated (including deserted),Unemployed having lost or given up previous job,Education (P),Upper secondary,Economics,Limerick County
Mark Walsh,Ireland,male,54,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Lower secondary,Engineering and engineering trades (broad programmes),Galway County
Sean O'Reilly,Ireland,male,18,Single,Student or pupil,Manufacturing (C),Lower secondary,Physical sciences (physics/chemistry/earth science),Dublin City
Charlie O'Ryan,Ireland,male,39,Married (first marriage),Employee,Information and communication (J),Lower secondary,Building and civil engineering,South Dublin
Meabh Murphy,Ireland,female,84,Single,Looking after home/family,Financial and insurance activities (K),Primary,Education and teacher training,Louth
Sophie O'Sullivan,Ireland,female,42,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Other social sciences/business and law subjects,Limerick County
Brian O'Reilly,Ireland,male,50,Divorced,Employee,Construction (F),Upper secondary,Motor vehicles/ships and aircraft,Kerry
Patrick O'Ryan,Ireland,male,59,Married (first marriage),Unable to work due to permanent sickness or disability,Agriculture/forestry and fishing (A),Lower secondary,Engineering and engineering trades (broad programmes),Louth
Aoibhinn O'Neill,Ireland,female,65,Married (first marriage),Retired,Industry not stated,Lower secondary,Economics,Louth
Marcus Lynch,Ireland,male,30,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Building and civil engineering,Dublin City
Marcin Basara,Poland,male,38,Married (first marriage),Employee,Financial and insurance activities (K),Higher certificate,Other agriculture and veterinary,Fingal
Alice Murray,Ireland,female,72,Married (first marriage),Retired,Industry not stated,Technical/vocational,Economics,Offaly
Harry O'Byrne,Ireland,male,37,Married (first marriage),Employee,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Mechanics and metalwork,Roscommon
Marcin Fabian,Poland,male,22,Single,Student or pupil,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Carlow
Harry Murphy,Ireland,male,49,Married (first marriage),Unemployed looking for first regular job,Water supply; sewerage/waste management and remediation activities (E),Technical/vocational,Hotel/restaurant and catering,Mayo
Lucy O'Brien,Ireland,female,15,Single,Unemployed looking for first regular job,Information and communication (J),Lower secondary,Hotel/restaurant and catering,Dublin City
Joseph O'Sullivan,Ireland,male,63,Married (first marriage),Employer or own account worker,Professional/scientific and technical activities (M),Lower secondary,Other agriculture and veterinary,Monaghan
Katarina Kollar,Slovakia,female,50,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Lower secondary,Education and teacher training,Westmeath
Caoimhe O'Brien,Ireland,female,55,Married (first marriage),Employer or own account worker,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Meath
Zoe O'Brien,Ireland,female,45,Single,Unemployed having lost or given up previous job,Manufacturing (C),Upper secondary,Mother tongue,Kerry
Katie O'Brien,Ireland,female,29,Single,Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Economics,Fingal
Liam Murphy,Ireland,male,32,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Hotel/restaurant and catering,South Tipperary
Tristan O'Reilly,Ireland,male,33,Single,Looking after home/family,Education (P),Technical/vocational,Building and civil engineering,Wicklow
Hayley Murphy,Ireland,female,69,Separated (including deserted),Looking after home/family,Financial and insurance activities (K),Primary,Education and teacher training,Limerick County
Oliwia Gusky,Poland,female,37,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Lower secondary,Audio-visual techniques and media production,Galway County
Molly Murphy,Ireland,female,60,Married (first marriage),Retired,Industry not stated,Primary,Education and teacher training,Donegal
Linda Eglitis,Latvia,female,20,Single,Looking after home/family,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Management and administration,Galway City
Bobby Gallagher,Ireland,male,49,Married (first marriage),Employee,Manufacturing (C),Postgraduate diploma or degree,Other engineering/manufacturing and construction,Dublin City
Cormac Byrne,Ireland,male,67,Married (first marriage),Retired,Industry not stated,Primary,Physical sciences (physics/chemistry/earth science),Laois
Sophie Quinn,Ireland,female,16,Single,Student or pupil,Human health and social work activities (Q),Primary,Other personal services,Dublin City
Ethan Murphy,Ireland,male,41,Single,Employee,Transportation and storage (H),Advanced certificate/completed apprenticeship,Other agriculture and veterinary,Cork City
Aaron Murphy,Ireland,male,72,Married (first marriage),Retired,Industry not stated,Primary,Building and civil engineering,Westmeath
Bruna Alves,Brazil,female,26,Married (first marriage),Employee,Education (P),Lower secondary,Hotel/restaurant and catering,Kilkenny
Shyama Das,India,female,17,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Psychology,Offaly
Eoin O'Neill,Ireland,male,49,Married (first marriage),Employee,Transportation and storage (H),Primary,Business and administration (broad programmes),Galway County
