FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Greta Urbonas,Lithuania,female,36,Single,Employee,Human health and social work activities (Q),Doctorate (Ph.D),Business and administration (broad programmes),Dublin City
hira Khanzada,Pakistan,female,55,Widowed,Employee,Professional/scientific and technical activities (M),Technical/vocational,Hotel/restaurant and catering,Roscommon
Daniel Gallagher,Ireland,male,27,Single,Student or pupil,Transportation and storage (H),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Louth
Shane Murphy,Ireland,male,17,Single,Student or pupil,Transportation and storage (H),Primary,Physical sciences (physics/chemistry/earth science),Cork County
Danielle Murphy,Ireland,female,64,Married (first marriage),Retired,Industry not stated,Technical/vocational,Mother tongue,Clare
Zsuzsi Benyo,Hungary,female,21,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Hotel/restaurant and catering,Sligo
Dylan Ryan,Ireland,male,64,Re-married (following dissolution of previous marriage),Looking after home/family,Administrative and support service activities (N),Primary,Air transportation,Galway County
Maja O'Sullivan,Ireland,female,38,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Management and administration,Fingal
Oisin O'Sullivan,Ireland,male,37,Single,Employee,Education (P),Upper secondary,Other humanities,Kilkenny
Leon Murphy,Ireland,male,45,Married (first marriage),Employee,Information and communication (J),Upper secondary,Physical sciences (physics/chemistry/earth science),Wicklow
Melissa O'Sullivan,Ireland,female,40,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Business and administration (broad programmes),Laois
Caoimhe O'Brien,Ireland,female,37,Married (first marriage),Employer or own account worker,Education (P),Lower secondary,Other health and welfare,Kilkenny
Christopher O'Byrne,Ireland,male,31,Single,Employee,Education (P),Honours bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Cork County
Ruben Torres,Spain,male,37,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Lower secondary,Accounting and taxation,Laois
Mary Murphy,Ireland,female,71,Married (first marriage),Looking after home/family,Education (P),Lower secondary,Medicine,Kerry
Ellen Murphy,Ireland,female,16,Single,Student or pupil,Agriculture/forestry and fishing (A),Technical/vocational,Building and civil engineering,Wicklow
Eabha Murphy,Ireland,female,71,Single,Looking after home/family,Transportation and storage (H),Lower secondary,Education and teacher training,Clare
Jamie McCarthy,Ireland,male,25,Single,Employee,Agriculture/forestry and fishing (A),Postgraduate diploma or degree,Motor vehicles/ships and aircraft,Roscommon
Jamie Moore,Ireland,male,20,Single,Employee,Accommodation and food service activities (I),Upper secondary,Mechanics and metalwork,South Dublin
Orlaith O'Brien,Ireland,female,68,Married (first marriage),Employee,Information and communication (J),Lower secondary,Law,Limerick County
Olivia Murphy,Ireland,female,19,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other humanities,Fingal
Isabella McCarthy,Ireland,female,55,Married (first marriage),Looking after home/family,Professional/scientific and technical activities (M),Advanced certificate/completed apprenticeship,Nursing and caring,Cork County
Casey O'Reilly,Ireland,female,22,Single,Employee,Agriculture/forestry and fishing (A),Upper secondary,Hotel/restaurant and catering,Kerry
Renee Bertrand,France,female,29,Single,Employee,Professional/scientific and technical activities (M),Upper secondary,Physical sciences (physics/chemistry/earth science),Waterford City
Chloe O'Ryan,Ireland,female,43,Married (first marriage),Employee,Education (P),Lower secondary,Accounting and taxation,Fingal
William O'Sullivan,Ireland,male,34,Married (first marriage),Unemployed having lost or given up previous job,Accommodation and food service activities (I),Technical/vocational,Public security services,Dublin City
Laura O'Ryan,Ireland,female,82,Widowed,Retired,Industry not stated,Lower secondary,Hotel/restaurant and catering,Cork County
Sean McCarthy,Ireland,male,48,Divorced,Unemployed having lost or given up previous job,Human health and social work activities (Q),Primary,Other social sciences/business and law subjects,Mayo
Joseph Murphy,Ireland,male,48,Single,Employee,Professional/scientific and technical activities (M),Upper secondary,Building and civil engineering,Louth
Liam Doyle,Ireland,male,75,Widowed,Retired,Industry not stated,Primary,Economics,Cork County
Caoimhe Murphy,Ireland,female,69,Separated (including deserted),Retired,Industry not stated,Primary,Physical sciences (physics/chemistry/earth science),Dublin City
Finn Murphy,Ireland,male,36,Married (first marriage),Employee,Construction (F),Postgraduate diploma or degree,Motor vehicles/ships and aircraft,Sligo
Lily Murphy,Ireland,female,61,Married (first marriage),Looking after home/family,Construction (F),Lower secondary,Medicine,Laois
Angelika Grzybowski,Poland,female,34,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Other humanities,South Dublin
Damian Gallas,Poland,male,29,Single,Student or pupil,Agriculture/forestry and fishing (A),Technical/vocational,Crop and livestock production,Kildare
Noah Murphy,Ireland,male,44,Married (first marriage),Employee,Manufacturing (C),Postgraduate diploma or degree,Nursing and caring,Donegal
Aaron O'Neill,Ireland,male,67,Married (first marriage),Retired,Industry not stated,Technical/vocational,Crop and livestock production,Cork City
Aisling Walsh,Ireland,female,50,Married (first marriage),Employer or own account worker,Construction (F),Upper secondary,Audio-visual techniques and media production,Dublin City
Thomas O'Kelly,Ireland,male,25,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Postgraduate diploma or degree,Other arts,Monaghan
Padraig O'Kelly,Ireland,male,47,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Other engineering/manufacturing and construction,Cork City
Darragh O'Connor,Ireland,male,51,Married (first marriage),Employee,Information and communication (J),Primary,Education and teacher training,Monaghan
Kinga Hetman,Poland,female,15,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Law,Sligo
Kayleigh Ryan,Ireland,female,22,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Secretarial and office work,Louth
Agn Urbonas,Lithuania,female,32,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Secretarial and office work,Fingal
Killian O'Kelly,Ireland,male,40,Married (first marriage),Employee,Education (P),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,South Dublin
William O'Sullivan,Ireland,male,32,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Upper secondary,Building and civil engineering,Wexford
Ruth Kelly,Ireland,female,67,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Music and performing arts,Dublin City
Dara Byrne,Ireland,male,46,Married (first marriage),Employee,Construction (F),Advanced certificate/completed apprenticeship,Biology and biochemistry,Westmeath
Katie Murphy,Ireland,female,27,Married (first marriage),Employee,Other service activities (S),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Louth
Cathal O'Neill,Ireland,male,49,Married (first marriage),Unable to work due to permanent sickness or disability,Accommodation and food service activities (I),Lower secondary,Building and civil engineering,Cork County
Oisin O'Kelly,Ireland,male,38,Divorced,Employee,Accommodation and food service activities (I),Upper secondary,Other social sciences/business and law subjects,Wexford
David O'Brien,Ireland,male,35,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Music and performing arts,Limerick City
Thomas McCarthy,Ireland,male,65,Married (first marriage),Retired,Industry not stated,Postgraduate diploma or degree,Architecture and town planning,Meath
Aimee Doherty,Ireland,female,32,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Other personal services,Cork County
David Doherty,Ireland,male,24,Single,Employee,Transportation and storage (H),Upper secondary,Building and civil engineering,Wicklow
Aaron Murphy,Ireland,male,38,Single,Employee,Public administration and defence; compulsory social security (O),Lower secondary,Hair and beauty services,Wexford
Paula Mcdonald,United States of America,female,41,Single,Employee,Education (P),Primary,Social work and counselling,Galway City
Kevin Maes,Belgium,male,45,Married (first marriage),Employee,Construction (F),Upper secondary,Crop and livestock production,Donegal
Abigail O'Moore,Ireland,female,15,Single,Student or pupil,Education (P),Lower secondary,Other humanities,South Dublin
Madison Doyle,Ireland,female,41,Married (first marriage),Employee,Education (P),Postgraduate diploma or degree,Psychology,Dublin City
Dylan Kennedy,Ireland,male,69,Married (first marriage),Looking after home/family,Manufacturing (C),Technical/vocational,Economics,Louth
Rhys Murphy,Ireland,male,66,Married (first marriage),Retired,Industry not stated,Technical/vocational,Other agriculture and veterinary,Dublin City
Cillian Murphy,Ireland,male,63,Single,Retired,Industry not stated,Technical/vocational,Other engineering/manufacturing and construction,Galway County
Leon O'Sullivan,Ireland,male,32,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Upper secondary,Physical sciences (physics/chemistry/earth science),Kerry
